campaign_id,campaign_name,date_sent,subject_line,platform,country,recipient_count,delivered_count,opened_count,clicked_count,bounced_count,unsubscribe_count,spam_report_count,conversions
campaign_38,Campaign 38 - True Promotion,2024-09-07,Welcome to Our Newsletter,Facebook Ads,France,48682,21110,13432,4721,728,70,154,112
campaign_14,Campaign 14 - Offer Promotion,2024-09-07,New Arrivals Available Now,Facebook Ads,Germany,19208,906,776,594,630,100,81,823
campaign_14,Campaign 14 - Offer Promotion,2024-10-07,Last Chance to Save Big!,Email Campaign,United States,24580,8525,3271,-148,815,434,157,433
campaign_8,Campaign 8 - Chair Promotion,2024-10-07,Limited Time Discount Inside,Email Campaign,Canada,98693,46357,11102,1503,686,453,2,265
campaign_29,Campaign 29 - Rate Promotion,2024-10-07,Welcome to Our Newsletter,Instagram Ads,France,16653,11344,5248,4507,873,314,85,878
campaign_23,Campaign 23 - Mouth Promotion,2024-10-07,Limited Time Discount Inside,Insta Ads,France,92771,31233,14061,8403,52,137,89,262
campaign_12,Campaign 12 - Sit Promotion,2024-10-07,Your Feedback Matters,GAds,Germany,9973,5644,3830,1164,503,9,136,114
campaign_10,Campaign 10 - Blue Promotion,2024-10-07,Limited Time Discount Inside,Insta Ads,Brazil,25979,4431,480,478,126,230,150,147
campaign_16,Campaign 16 - Performance Promotion,2024-10-07,Limited Time Discount Inside,Google Ads,Canada,94822,37843,35301,-6517,942,362,178,460
campaign_47,Campaign 47 - Clearly Promotion,2024-10-07,Special Invitation: Join Us Today,Insta Ads,China,44307,20046,10172,1245,312,202,154,781
campaign_34,Campaign 34 - List Promotion,2024-10-07,Limited Time Discount Inside,Email Campaign,India,42085,7164,1315,216,473,456,186,470
campaign_33,Campaign 33 - Discussion Promotion,2024-10-07,Unlock Your Premium Features,Facebook Ads,France,12239,1764,284,280,761,109,16,941
campaign_36,Campaign 36 - Fall Promotion,2024-10-07,Exclusive Offer Just for You!,GAds,China,17326,14216,7628,7356,225,1,78,891
campaign_44,Campaign 44 - Knowledge Promotion,2024-10-07,Welcome to Our Newsletter,Facebook Ads,United States,87106,25270,24595,24425,969,406,145,54
campaign_41,Campaign 41 - Sure Promotion,2024-10-07,Your Feedback Matters,Instagram Ads,France,97909,36191,14661,3237,923,478,103,91
campaign_40,Campaign 40 - Song Promotion,2024-08-08,Special Invitation: Join Us Today,,Japan,57512,4366,1778,1753,481,474,118,521
campaign_26,Campaign 26 - Option Promotion,2024-08-08,Thank You for Being a Loyal Customer,GAds,United States,88073,64709,52514,29794,289,63,78,-370
campaign_24,Campaign 24 - Play Promotion,2024-08-08,Your Feedback Matters,Facebook Ads,Brazil,60612,20272,9278,5839,183,235,121,791
campaign_26,Campaign 26 - Option Promotion,2024-08-08,Exclusive Offer Just for You!,LinkedIn Ads,India,98211,27160,9603,1688,504,140,178,485
campaign_19,Campaign 19 - All Promotion,2024-08-08,Special Invitation: Join Us Today,Email Campaign,Japan,86033,26759,2861,1420,736,64,138,105
campaign_26,Campaign 26 - Option Promotion,2024-08-08,Exclusive Offer Just for You!,LinkedIn Ads,India,98211,27160,9603,1688,504,140,178,485
campaign_32,Campaign 32 - Kind Promotion,2024-08-08,Your Feedback Matters,,Germany,41784,40119,28822,4141,624,36,193,359
campaign_26,Campaign 26 - Option Promotion,2024-08-08,Exclusive Offer Just for You!,Insta Ads,Brazil,-40683,-904,-760,-716,634,464,35,750
campaign_21,Campaign 21 - Discover Promotion,2024-08-08,Limited Time Discount Inside,LinkedIn Ads,Brazil,11245,8552,3336,772,310,229,51,810
campaign_17,Campaign 17 - Knowledge Promotion,2024-08-08,Thank You for Being a Loyal Customer,Email Campaign,Japan,18643,2631,2140,783,695,155,24,686
campaign_32,Campaign 32 - Kind Promotion,2024-08-08,Unlock Your Premium Features,Google Ads,United Kingdom,7943,3835,3272,2564,423,375,153,193
campaign_48,Campaign 48 - Dinner Promotion,2024-08-08,Thank You for Being a Loyal Customer,FB Ads,Australia,99093,37337,13902,2885,752,394,124,39
campaign_32,Campaign 32 - Kind Promotion,2024-08-08,Unlock Your Premium Features,Google Ads,United Kingdom,7943,3835,3272,2564,423,375,153,193
campaign_31,Campaign 31 - Offer Promotion,2024-09-08,,Instagram Ads,United Kingdom,30214,26058,15099,3332,588,457,147,801
campaign_31,Campaign 31 - Offer Promotion,2024-09-08,Exclusive Offer Just for You!,Google Ads,Brazil,5471,2848,1421,-1034,352,445,147,229
campaign_17,Campaign 17 - Knowledge Promotion,2024-09-08,Exclusive Offer Just for You!,GAds,Brazil,31862,29061,14480,14459,659,17,20,973
campaign_41,Campaign 41 - Sure Promotion,2024-09-08,Special Invitation: Join Us Today,Email Campaign,United Kingdom,5015,2275,820,400,274,478,117,210
campaign_46,Campaign 46 - Fall Promotion,2024-09-08,Last Chance to Save Big!,Email Campaign,China,94337,36060,22087,11862,447,241,69,963
campaign_47,Campaign 47 - Clearly Promotion,2024-09-08,Welcome to Our Newsletter,GAds,Canada,31046,24496,12072,5191,809,185,145,188
campaign_49,Campaign 49 - Source Promotion,2024-09-08,Special Invitation: Join Us Today,FB Ads,United States,3265,2364,497,442,845,277,75,593
campaign_36,Campaign 36 - Fall Promotion,2024-09-08,Thank You for Being a Loyal Customer,Facebook Ads,United States,92610,22970,6887,2943,254,460,153,993
campaign_33,Campaign 33 - Discussion Promotion,2024-09-08,Last Chance to Save Big!,Google Ads,Germany,10689,-8705,-685,-710,702,230,60,637
campaign_41,Campaign 41 - Sure Promotion,2024-09-08,Special Invitation: Join Us Today,Email Campaign,United Kingdom,91486,30009,29554,14502,299,76,33,537
campaign_22,Campaign 22 - Early Promotion,2024-09-08,Special Invitation: Join Us Today,Instagram Ads,United Kingdom,79855,14870,8919,5226,965,112,116,300
campaign_41,Campaign 41 - Sure Promotion,2024-09-08,Special Invitation: Join Us Today,Email Campaign,United Kingdom,91486,30009,29554,14502,299,76,33,537
campaign_4,Campaign 4 - Site Promotion,2024-10-08,Thank You for Being a Loyal Customer,Facebook Ads,Australia,14875,10548,1388,685,226,86,162,532
campaign_20,Campaign 20 - Better Promotion,2024-10-08,Special Invitation: Join Us Today,Google Ads,Canada,61844,58567,6737,5585,464,300,26,-740
campaign_13,Campaign 13 - Wait Promotion,2024-10-08,Welcome to Our Newsletter,Insta Ads,France,87969,34383,18713,8939,670,34,69,944
campaign_20,Campaign 20 - Better Promotion,2024-10-08,New Arrivals Available Now,Insta Ads,Germany,66213,25959,14573,10623,923,431,139,814
campaign_45,Campaign 45 - Grow Promotion,2024-10-08,Limited Time Discount Inside,Google Ads,China,76887,37263,2159,1804,626,389,18,651
campaign_21,Campaign 21 - Discover Promotion,2024-10-08,Don't Miss Out on Our Summer Sale,GAds,India,50250,3384,3070,1867,336,162,194,820
campaign_46,Campaign 46 - Fall Promotion,2024-10-08,Don't Miss Out on Our Summer Sale,Instagram Ads,Germany,95942,94120,78846,49892,205,412,34,995
campaign_23,Campaign 23 - Mouth Promotion,2024-10-08,New Arrivals Available Now,LinkedIn Ads,Japan,21142,7181,5929,4640,916,322,111,439
campaign_4,Campaign 4 - Site Promotion,2024-10-08,New Arrivals Available Now,Instagram Ads,Canada,62462,20745,19479,16674,472,29,73,894
campaign_34,Campaign 34 - List Promotion,2024-10-08,Exclusive Offer Just for You!,,France,62619,3258,1207,737,524,401,181,975
campaign_4,Campaign 4 - Site Promotion,2024-10-08,Welcome to Our Newsletter,Instagram Ads,Australia,82885,22597,1531,1435,992,145,200,556
campaign_41,Campaign 41 - Sure Promotion,2024-08-09,Welcome to Our Newsletter,Email Campaign,France,6004,5259,4395,-1575,811,26,7,898
campaign_4,Campaign 4 - Best Blitz,2024-08-09,Super Sale! Unbeatable Prices Inside!,Google Ads,United States,723438,441504,458647,40991,3202,914,410,7784
campaign_11,Campaign 11 - Require Promotion,2024-08-09,Special Invitation: Join Us Today,Insta Ads,India,81200,52995,27181,18320,379,247,78,802
campaign_43,Campaign 43 - Save Promotion,2024-08-09,Thank You for Being a Loyal Customer,Email Campaign,Australia,7556,5723,1065,859,594,181,126,667
campaign_1,Campaign 1 - Purpose Promotion,2024-08-09,New Arrivals Available Now,Google Ads,Brazil,65042,-61789,-471,-949,826,29,145,97
campaign_9,Campaign 9 - Since Promotion,2024-08-09,Don't Miss Out on Our Summer Sale,Insta Ads,Japan,78296,8893,8661,7829,241,40,182,594
campaign_7,Campaign 7 - Dog Promotion,2024-08-09,New Arrivals Available Now,GAds,United States,12253,3221,1505,473,356,224,115,317
campaign_31,Campaign 31 - Offer Promotion,2024-08-09,Last Chance to Save Big!,Facebook Ads,Brazil,43970,17986,9649,2351,69,358,80,379
campaign_32,Campaign 32 - Kind Promotion,2024-09-09,Welcome to Our Newsletter,GAds,Brazil,11775,4583,434,129,280,114,56,241
campaign_9,Campaign 9 - Since Promotion,2024-09-09,Last Chance to Save Big!,FB Ads,Japan,78826,40021,31671,9109,882,335,166,163
campaign_19,Campaign 19 - All Promotion,2024-09-09,Exclusive Offer Just for You!,Google Ads,Japan,94502,69028,55059,44671,894,380,88,-296
campaign_6,Campaign 6 - Election Promotion,2024-09-09,Unlock Your Premium Features,Google Ads,India,40107,36580,24956,8160,158,479,195,838
campaign_24,Campaign 24 - Play Promotion,2024-09-09,Special Invitation: Join Us Today,FB Ads,France,80215,63319,29891,5153,149,163,153,73
campaign_42,Campaign 42 - Surface Blitz,2024-09-09,Super Sale! Unbeatable Prices Inside!,Google Ads,United Kingdom,458949,279880,162550,87032,2210,773,42,3325
campaign_23,Campaign 23 - Mouth Promotion,2024-09-09,New Arrivals Available Now,Instagram Ads,United Kingdom,36321,29642,14496,5845,5,445,28,51
campaign_7,Campaign 7 - Dog Promotion,2024-09-09,Unlock Your Premium Features,Insta Ads,Canada,53727,36064,10106,5127,943,413,83,659
campaign_35,Campaign 35 - Perform Promotion,2024-09-09,,Email Campaign,Australia,2739,990,888,776,490,136,69,202
campaign_10,Campaign 10 - Blue Promotion,2024-09-09,Unlock Your Premium Features,GAds,France,96594,2361,679,55,403,484,53,935
campaign_27,Campaign 27 - Decide Promotion,2024-10-09,Special Invitation: Join Us Today,Instagram Ads,Japan,40089,33583,21787,9549,257,183,40,86
campaign_20,Campaign 20 - Better Promotion,2024-10-09,Thank You for Being a Loyal Customer,Google Ads,India,50465,46340,8458,7290,625,33,14,311
campaign_25,Campaign 25 - Agreement Promotion,2024-10-09,Last Chance to Save Big!,GAds,United Kingdom,21847,7576,310,128,724,497,97,761
campaign_23,Campaign 23 - Mouth Promotion,2024-10-09,Unlock Your Premium Features,Facebook Ads,Canada,14443,7704,7572,1906,150,146,175,915
campaign_17,Campaign 17 - Knowledge Promotion,2024-10-09,Your Feedback Matters,Instagram Ads,Germany,94528,85989,77958,41914,894,133,151,828
campaign_13,Campaign 13 - Wait Promotion,2024-10-09,Special Invitation: Join Us Today,FB Ads,United Kingdom,20605,8135,5618,3268,770,258,110,413
campaign_42,Campaign 42 - Collection Promotion,2024-08-10,Limited Time Discount Inside,Facebook Ads,China,20557,6387,6078,2902,94,244,188,68
campaign_2,Campaign 2 - Brother Promotion,2024-08-10,Thank You for Being a Loyal Customer,GAds,Australia,69327,32258,2638,1010,327,41,59,166
campaign_30,Campaign 30 - Science Promotion,2024-08-10,Welcome to Our Newsletter,GAds,Germany,59090,45920,12070,1831,218,156,135,711
campaign_9,Campaign 9 - Since Promotion,2024-08-10,Don't Miss Out on Our Summer Sale,Instagram Ads,India,69719,4694,1744,560,51,360,94,527
campaign_18,Campaign 18 - Almost Promotion,2024-08-10,Last Chance to Save Big!,Facebook Ads,United Kingdom,17920,6022,926,555,214,9,66,172
campaign_44,Campaign 44 - Knowledge Promotion,2024-08-10,Special Invitation: Join Us Today,LinkedIn Ads,Brazil,74142,16407,16402,10549,629,15,151,381
campaign_30,Campaign 30 - Science Promotion,2024-08-10,Thank You for Being a Loyal Customer,Instagram Ads,Japan,94427,43200,4347,1745,470,308,61,482
campaign_26,Campaign 26 - Option Promotion,2024-08-10,New Arrivals Available Now,LinkedIn Ads,India,93566,68145,19944,18503,732,71,195,955
campaign_37,Campaign 37 - Table Promotion,2024-08-10,Welcome to Our Newsletter,LinkedIn Ads,Canada,83781,45488,28437,16840,412,97,123,775
campaign_12,Campaign 12 - Sit Promotion,2024-09-10,Your Feedback Matters,LinkedIn Ads,Japan,95478,31807,28159,4829,756,412,-107,924
campaign_20,Campaign 20 - Better Promotion,2024-09-10,Special Invitation: Join Us Today,Google Ads,France,68193,20466,7557,6186,239,402,119,482
campaign_42,Campaign 42 - Collection Promotion,2024-09-10,Thank You for Being a Loyal Customer,Email Campaign,Germany,41404,25206,22286,11454,435,484,122,150
campaign_47,Campaign 47 - Clearly Promotion,2024-09-10,Exclusive Offer Just for You!,LinkedIn Ads,China,56884,32611,26245,25297,448,345,117,722
campaign_14,Campaign 14 - Offer Promotion,2024-09-10,Special Invitation: Join Us Today,Instagram Ads,Canada,25671,12705,2627,564,73,73,124,149
campaign_2,Campaign 2 - Brother Promotion,2024-09-10,Unlock Your Premium Features,LinkedIn Ads,China,77019,43137,29077,16800,922,376,21,689
campaign_34,Campaign 34 - List Promotion,2024-09-10,Thank You for Being a Loyal Customer,Instagram Ads,United Kingdom,99376,4108,3328,2639,374,-405,44,978
campaign_49,Campaign 49 - Source Promotion,2024-09-10,Unlock Your Premium Features,FB Ads,United States,13347,8243,5152,4682,166,114,171,661
campaign_38,Campaign 38 - True Promotion,2024-09-10,Exclusive Offer Just for You!,Facebook Ads,Australia,36264,9871,9738,-7864,828,277,40,584
campaign_18,Campaign 18 - Almost Promotion,2024-09-10,Your Feedback Matters,Instagram Ads,Brazil,65336,49127,20422,19825,681,188,125,407
campaign_36,Campaign 36 - Fall Promotion,2024-09-10,Unlock Your Premium Features,FB Ads,Germany,76690,54010,34406,10987,511,18,153,872
campaign_19,Campaign 19 - All Promotion,2024-10-10,Special Invitation: Join Us Today,Email Campaign,Australia,26397,19437,18618,4252,130,291,133,290
campaign_49,Campaign 49 - Source Promotion,2024-10-10,Welcome to Our Newsletter,Instagram Ads,France,36481,17046,10618,5313,175,342,174,153
campaign_25,Campaign 25 - Agreement Promotion,2024-10-10,New Arrivals Available Now,LinkedIn Ads,Canada,71178,50459,43305,5487,642,296,28,620
campaign_3,Campaign 3 - Ago Promotion,2024-10-10,Thank You for Being a Loyal Customer,Insta Ads,United Kingdom,6943,3393,575,188,379,380,138,770
campaign_21,Campaign 21 - Discover Promotion,2024-10-10,New Arrivals Available Now,Facebook Ads,India,80761,59739,42081,33042,13,315,31,765
campaign_32,Campaign 32 - Kind Promotion,2024-10-10,Don't Miss Out on Our Summer Sale,GAds,Germany,84920,55903,16565,2772,-730,124,56,691
campaign_5,Campaign 5 - Face Promotion,2024-10-10,Unlock Your Premium Features,Facebook Ads,Australia,23103,19926,11163,9284,884,23,197,676
campaign_33,Campaign 33 - Discussion Promotion,2024-10-10,Thank You for Being a Loyal Customer,Email Campaign,India,48203,19699,5813,3232,903,378,76,480
campaign_39,Campaign 39 - According Promotion,2024-10-10,Unlock Your Premium Features,GAds,Australia,17044,5042,1117,60,750,438,140,520
campaign_12,Campaign 12 - Sit Promotion,2024-10-10,Last Chance to Save Big!,GAds,Japan,64131,53637,20276,8563,10,-417,34,490
campaign_11,Campaign 11 - Require Promotion,2024-08-11,Your Feedback Matters,Insta Ads,China,74872,38052,14294,7773,174,210,149,196
campaign_25,Campaign 25 - Agreement Promotion,2024-08-11,Last Chance to Save Big!,Insta Ads,United Kingdom,85467,7660,4833,3248,177,162,111,737
campaign_32,Campaign 32 - Kind Promotion,2024-08-11,,GAds,France,92780,39724,35375,5026,92,468,103,159
campaign_24,Campaign 24 - Play Promotion,2024-08-11,Last Chance to Save Big!,LinkedIn Ads,France,76607,49430,1161,678,888,255,116,370
campaign_29,Campaign 29 - Rate Promotion,2024-08-11,Last Chance to Save Big!,Google Ads,India,53844,44659,4356,4158,273,227,155,527
campaign_15,Campaign 15 - Begin Promotion,2024-08-11,New Arrivals Available Now,Instagram Ads,India,84623,23173,18212,2883,534,110,118,757
campaign_17,Campaign 17 - Knowledge Promotion,2024-08-11,Last Chance to Save Big!,Insta Ads,Germany,60468,33284,13413,13376,294,195,52,853
campaign_15,Campaign 15 - Begin Promotion,2024-08-11,New Arrivals Available Now,Google Ads,Brazil,83863,21577,-16056,-132,-183,361,72,836
campaign_43,Campaign 43 - Save Promotion,2024-08-11,Special Invitation: Join Us Today,Instagram Ads,United Kingdom,70305,63647,28285,19341,887,24,89,660
campaign_6,Campaign 6 - Election Promotion,2024-08-11,Special Invitation: Join Us Today,GAds,Germany,9292,5421,4066,1529,252,253,50,148
campaign_50,Campaign 50 - Great Promotion,2024-08-11,Exclusive Offer Just for You!,Instagram Ads,Germany,31493,20928,11768,2244,-776,10,176,615
campaign_49,Campaign 49 - Source Promotion,2024-09-11,Don't Miss Out on Our Summer Sale,Facebook Ads,France,78780,70792,39278,32652,691,-366,38,395
campaign_20,Campaign 20 - Better Promotion,2024-09-11,Special Invitation: Join Us Today,Insta Ads,Brazil,10012,4282,1784,1725,486,294,150,743
campaign_26,Campaign 26 - Option Promotion,2024-09-11,Limited Time Discount Inside,Email Campaign,Japan,76705,57355,48882,24808,988,320,115,907
campaign_17,Campaign 17 - Knowledge Promotion,2024-09-11,New Arrivals Available Now,Facebook Ads,United States,92551,9598,9073,7476,780,328,113,149
campaign_14,Campaign 14 - Offer Promotion,2024-09-11,Unlock Your Premium Features,Google Ads,France,96646,70230,63494,39684,723,311,66,648
campaign_36,Campaign 36 - Fall Promotion,2024-09-11,Special Invitation: Join Us Today,FB Ads,India,99344,-57986,-893,-703,460,404,35,319
campaign_17,Campaign 17 - Knowledge Promotion,2024-09-11,New Arrivals Available Now,LinkedIn Ads,India,35987,11424,9950,3957,196,408,118,456
campaign_19,Campaign 19 - All Promotion,2024-09-11,Unlock Your Premium Features,Insta Ads,Canada,86078,71501,58450,23183,385,183,196,18
campaign_40,Campaign 40 - Song Promotion,2024-09-11,Welcome to Our Newsletter,Facebook Ads,Japan,65499,55033,25296,5324,954,393,5,546
campaign_19,Campaign 19 - All Promotion,2024-09-11,Thank You for Being a Loyal Customer,LinkedIn Ads,United States,19660,6411,4503,3750,832,424,167,10
campaign_10,Campaign 10 - Blue Promotion,2024-09-11,Exclusive Offer Just for You!,,China,80194,40824,36953,29948,372,418,116,795
campaign_44,Campaign 44 - Knowledge Promotion,2024-10-11,New Arrivals Available Now,Instagram Ads,Germany,66842,34383,25396,18658,600,397,195,72
campaign_25,Campaign 25 - Agreement Promotion,2024-10-11,,LinkedIn Ads,China,36076,18234,13689,118,424,13,95,541
campaign_34,Campaign 34 - List Promotion,2024-10-11,Limited Time Discount Inside,Facebook Ads,India,8938,2496,2164,1590,838,152,36,39
campaign_24,Campaign 24 - Play Promotion,2024-10-11,Exclusive Offer Just for You!,Google Ads,Canada,14801,3492,398,286,357,328,119,194
campaign_6,Campaign 6 - Election Promotion,2024-10-11,Thank You for Being a Loyal Customer,FB Ads,United Kingdom,95412,25023,17864,1974,859,483,12,432
campaign_10,Campaign 10 - Blue Promotion,2024-10-11,Unlock Your Premium Features,GAds,France,24770,19489,18084,18061,687,50,148,348
campaign_19,Campaign 19 - All Promotion,2024-10-11,Don't Miss Out on Our Summer Sale,GAds,Germany,17224,2295,316,146,514,61,136,29
campaign_21,Campaign 21 - Discover Promotion,2024-10-11,Last Chance to Save Big!,Facebook Ads,India,75135,58086,50645,47383,726,352,14,958
campaign_7,Campaign 7 - Dog Promotion,2024-10-11,Don't Miss Out on Our Summer Sale,GAds,Australia,91502,87198,27028,16746,401,27,61,125
campaign_13,Campaign 13 - Wait Promotion,2024-10-11,Thank You for Being a Loyal Customer,Instagram Ads,United Kingdom,92241,52420,29649,14916,729,451,64,674
campaign_36,Campaign 36 - Fall Promotion,2024-10-11,Unlock Your Premium Features,Google Ads,India,48785,15880,15105,10133,51,268,115,155
campaign_7,Campaign 7 - Dog Promotion,2024-10-11,Don't Miss Out on Our Summer Sale,GAds,Australia,91502,87198,27028,16746,401,27,61,125
campaign_15,Campaign 15 - Begin Promotion,2024-10-11,Don't Miss Out on Our Summer Sale,Facebook Ads,India,10229,5005,253,88,0,340,38,936
campaign_21,Campaign 21 - Discover Promotion,2024-08-12,Last Chance to Save Big!,Instagram Ads,Japan,13521,1615,423,371,682,357,55,431
campaign_10,Campaign 10 - Blue Promotion,2024-08-12,Unlock Your Premium Features,,Germany,35634,17612,-15380,-776,40,165,198,640
campaign_5,Campaign 5 - Face Promotion,2024-08-12,Special Invitation: Join Us Today,Google Ads,United Kingdom,53034,13110,4842,125,617,171,164,515
campaign_13,Campaign 13 - Wait Promotion,2024-08-12,Welcome to Our Newsletter,Instagram Ads,Germany,99216,5597,2551,1602,776,281,120,721
campaign_8,Campaign 8 - Chair Promotion,2024-08-12,Unlock Your Premium Features,FB Ads,United Kingdom,78194,50495,45221,11696,971,293,197,43
campaign_22,Campaign 22 - Early Promotion,2024-08-12,Thank You for Being a Loyal Customer,Instagram Ads,Canada,72819,56269,22926,12864,744,356,179,413
campaign_37,Campaign 37 - Table Promotion,2024-09-12,Welcome to Our Newsletter,Instagram Ads,Germany,38850,36441,4595,1324,873,488,199,786
campaign_14,Campaign 14 - Offer Promotion,2024-09-12,Thank You for Being a Loyal Customer,Insta Ads,Japan,60558,37079,25312,6138,7,433,182,430
campaign_3,Campaign 3 - Ago Promotion,2024-09-12,New Arrivals Available Now,Google Ads,Australia,40132,38905,32189,14682,353,390,116,900
campaign_7,Campaign 7 - Dog Promotion,2024-09-12,Thank You for Being a Loyal Customer,Google Ads,Japan,29905,9906,4829,3796,791,281,146,803
campaign_5,Campaign 5 - Face Promotion,2024-09-12,Last Chance to Save Big!,GAds,France,40596,27513,2491,697,495,174,80,336
campaign_17,Campaign 17 - Knowledge Promotion,2024-09-12,New Arrivals Available Now,LinkedIn Ads,Canada,4010,3550,1036,523,718,25,109,162
campaign_2,Campaign 2 - Brother Promotion,2024-09-12,Last Chance to Save Big!,Insta Ads,United Kingdom,59028,39469,20113,2023,757,390,54,93
campaign_37,Campaign 37 - Table Promotion,2024-09-12,Thank You for Being a Loyal Customer,LinkedIn Ads,India,78449,35594,2636,2423,271,-117,115,12
campaign_37,Campaign 37 - Table Promotion,2024-09-12,Welcome to Our Newsletter,Instagram Ads,Germany,38850,36441,4595,1324,873,488,199,786
campaign_48,Campaign 48 - Dinner Promotion,2024-09-12,Don't Miss Out on Our Summer Sale,Facebook Ads,China,80244,49250,10432,4733,330,488,105,165
campaign_11,Campaign 11 - Require Promotion,2024-10-12,Don't Miss Out on Our Summer Sale,LinkedIn Ads,United Kingdom,47255,23512,15897,158,142,117,164,163
campaign_3,Campaign 3 - Ago Promotion,2024-10-12,Don't Miss Out on Our Summer Sale,GAds,Brazil,49566,30043,28131,22518,923,183,70,135
campaign_10,Campaign 10 - Blue Promotion,2024-10-12,Limited Time Discount Inside,LinkedIn Ads,India,60067,44115,38384,37199,323,86,-63,739
campaign_10,Campaign 10 - Blue Promotion,2024-10-12,Exclusive Offer Just for You!,LinkedIn Ads,France,81439,32858,22465,12546,967,131,72,539
campaign_27,Campaign 27 - Decide Promotion,2024-10-12,Limited Time Discount Inside,Facebook Ads,United Kingdom,54848,41654,5241,1173,533,379,31,845
campaign_22,Campaign 22 - Early Promotion,2024-10-12,Don't Miss Out on Our Summer Sale,Facebook Ads,Japan,79525,1597,743,181,668,287,192,137
campaign_39,Campaign 39 - According Promotion,2024-10-12,Last Chance to Save Big!,Google Ads,Germany,71651,17471,1763,1292,75,282,134,275
campaign_4,Campaign 4 - Site Promotion,2024-10-12,New Arrivals Available Now,GAds,Canada,62925,9995,7785,93,19,427,186,443
campaign_43,Campaign 43 - Save Promotion,2024-10-12,Last Chance to Save Big!,GAds,Germany,39445,25478,9077,7175,420,404,41,-819
campaign_27,Campaign 27 - Decide Promotion,2024-10-12,Limited Time Discount Inside,Insta Ads,Japan,17040,2151,943,802,919,112,77,808
campaign_33,Campaign 33 - Discussion Promotion,2024-10-12,Your Feedback Matters,,Canada,50431,13318,8098,135,404,392,169,82
campaign_46,Campaign 46 - Fall Promotion,2024-08-18,Welcome to Our Newsletter,FB Ads,India,62543,60367,30188,6191,509,61,40,214
campaign_7,Campaign 7 - Throw Blitz,2024-08-16,Super Sale! Unbeatable Prices Inside!,Insta Ads,China,143260,869348,317028,71946,619,670,199,9120
campaign_44,Campaign 44 - Knowledge Promotion,2024-07-21,Thank You for Being a Loyal Customer,GAds,China,62529,41216,-36911,-828,429,150,96,591
campaign_46,Campaign 46 - Fall Promotion,22/07/2024,Thank You for Being a Loyal Customer,FB Ads,Australia,73564,24871,16254,13842,945,134,66,499
campaign_4,Campaign 4 - Site Promotion,2024-09-28,Thank You for Being a Loyal Customer,LinkedIn Ads,Japan,7265,3619,3374,1688,916,173,127,386
campaign_6,Campaign 6 - Election Promotion,2024-10-18,Last Chance to Save Big!,LinkedIn Ads,France,38101,35873,20312,16853,477,369,81,389
campaign_22,Campaign 22 - Early Promotion,2024-09-30,Special Invitation: Join Us Today,Facebook Ads,China,15599,13033,3182,525,130,488,188,-73
campaign_30,Campaign 30 - Science Promotion,2024-08-27,New Arrivals Available Now,Instagram Ads,Canada,22854,19410,867,340,502,192,33,981
campaign_34,Campaign 34 - List Promotion,16/10/2024,Limited Time Discount Inside,Insta Ads,Canada,70380,26760,16330,3098,749,442,113,16
campaign_22,Campaign 22 - Early Promotion,05/08/2024,Unlock Your Premium Features,LinkedIn Ads,France,82048,63185,43368,41866,832,324,11,763
campaign_16,Campaign 16 - Performance Promotion,2024-09-21,,Email Campaign,Germany,9745,6827,4733,2162,487,418,131,27
campaign_33,Campaign 33 - Discussion Promotion,2024-07-26,,GAds,Brazil,46890,43114,25005,9611,230,99,184,902
campaign_19,Campaign 19 - All Promotion,28/07/2024,Special Invitation: Join Us Today,Email Campaign,United Kingdom,89712,78001,51844,38342,433,352,125,436
campaign_24,Campaign 24 - Play Promotion,2024-08-14,Your Feedback Matters,FB Ads,United States,37989,7877,4991,-2582,206,16,21,588
campaign_30,Campaign 30 - Science Promotion,2024-09-22,Welcome to Our Newsletter,GAds,Japan,40274,35777,18141,16534,450,387,124,-924
campaign_17,Campaign 17 - Knowledge Promotion,2024-08-17,Welcome to Our Newsletter,GAds,Brazil,34332,4565,3169,512,433,126,200,381
campaign_21,Campaign 21 - Discover Promotion,2024-08-26,Exclusive Offer Just for You!,FB Ads,United States,71688,33450,14678,6300,187,3,125,207
campaign_3,Campaign 3 - Ago Promotion,26/09/2024,Limited Time Discount Inside,Instagram Ads,Germany,95581,75295,6995,6230,690,226,124,434
campaign_49,Campaign 49 - Source Promotion,2024-10-14,Exclusive Offer Just for You!,LinkedIn Ads,United States,97586,14791,6915,1987,-947,403,3,227
campaign_18,Campaign 18 - Almost Promotion,2024-09-30,Exclusive Offer Just for You!,Email Campaign,Germany,62352,21695,14286,1964,130,498,191,450
campaign_32,Campaign 32 - Kind Promotion,04/09/2024,Don't Miss Out on Our Summer Sale,GAds,Japan,96389,79246,17579,7101,317,345,59,906
campaign_1,Campaign 1 - Purpose Promotion,2024-07-30,Thank You for Being a Loyal Customer,Facebook Ads,Brazil,71855,13124,3972,2039,885,30,0,281
campaign_11,Campaign 11 - Require Promotion,07/08/2024,Your Feedback Matters,Facebook Ads,India,72267,25675,-24467,-858,-535,3,52,333
campaign_7,Campaign 7 - Dog Promotion,2024-09-14,Limited Time Discount Inside,Insta Ads,United Kingdom,81254,41439,11611,2298,167,177,200,275
campaign_20,Campaign 20 - Better Promotion,2024-07-23,Welcome to Our Newsletter,Google Ads,Canada,18988,4536,1822,541,381,481,159,909
